Date,Address,SO2,NO2,O3,CO,PM10,PM2.5
2019-01-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.02,0.025,0.6,36,24
2019-01-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.029,0.022,0.6,30,20
2019-01-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.032,0.02,0.6,39,20
2019-01-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.072,0.004,1.3,66,44
2019-01-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.024,0.023,0.6,48,26
2019-01-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.037,0.016,0.7,65,27
2019-01-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.026,0.024,0.7,53,28
2019-01-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.021,0.027,0.6,39,22
2019-01-09 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.04,0.009,0.8,56,23
2019-01-10 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.049,0.009,0.7,74,35
2019-01-11 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.038,0.017,0.8,77,47
2019-01-12 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.059,0.014,1,116,77
2019-01-13 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.056,0.018,1.3,115,68
2019-01-14 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.068,0.01,1.6,177,130
2019-01-15 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.026,0.024,1.2,139,95
2019-01-16 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.03,0.017,0.5,45,17
2019-01-17 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.022,0.027,0.6,42,19
2019-01-18 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.058,0.009,1,51,32
2019-01-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.008,0.065,0.007,1.2,121,79
2019-01-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.014,0.031,0.4,47,13
2019-01-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.05,0.005,0.8,45,23
2019-01-22 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.035,0.021,0.8,71,34
2019-01-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.029,0.029,0.7,83,48
2019-01-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.042,0.015,0.8,43,22
2019-01-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.017,0.031,0.6,39,23
2019-01-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.019,0.026,0.5,42,24
2019-01-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.036,0.019,0.6,41,24
2019-01-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.014,0.032,0.5,101,14
2019-01-29 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.041,0.013,0.7,66,22
2019-01-30 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.039,0.02,0.6,55,27
2019-01-31 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.025,0.014,0.5,73,16
2019-02-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.026,0.021,0.6,38,19
2019-02-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.043,0.01,0.8,63,33
2019-02-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.043,0.009,0.8,23,18
2019-02-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.008,0.036,0.4,51,24
2019-02-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.03,0.022,0.6,77,18
2019-02-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.046,0.015,0.8,98,34
2019-02-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.012,0.034,0.4,26,12
2019-02-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.034,0.014,0.7,37,19
2019-02-09 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.011,0.031,0.5,33,13
2019-02-10 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.035,0.015,0.7,50,26
2019-02-11 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.014,0.031,0.5,31,17
2019-02-12 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.024,0.033,0.9,69,44
2019-02-13 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.018,0.03,0.5,33,17
2019-02-14 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.031,0.023,0.6,33,18
2019-02-15 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.039,0.017,0.6,28,19
2019-02-16 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.018,0.033,0.8,63,46
2019-02-17 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.017,0.032,0.6,34,20
2019-02-18 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.046,0.015,0.8,36,25
2019-02-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.041,0.005,0.9,41,30
2019-02-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.028,0.029,0.9,74,61
2019-02-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.054,0.018,1.2,95,74
2019-02-22 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.06,0.016,1.1,82,59
2019-02-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.017,0.042,0.5,31,18
2019-02-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.009,0.042,0.034,0.7,75,56
2019-02-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.036,0.036,0.9,75,57
2019-02-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.038,0.022,0.6,53,28
2019-02-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.047,0.024,0.7,64,43
2019-02-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.077,0.014,1.1,97,65
2019-03-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.055,0.032,1,118,87
2019-03-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.037,0.051,0.9,101,69
2019-03-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.035,0.047,0.7,69,44
2019-03-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.046,0.039,0.8,81,56
2019-03-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.044,0.041,1.1,177,128
2019-03-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.056,0.039,1,157,106
2019-03-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.018,0.049,0.6,42,34
2019-03-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.04,0.028,0.6,50,30
2019-03-18 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.002,0.041,0.023,0.6,28,16
2019-03-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.059,0.018,0.9,41,28
2019-03-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.06,0.02,0.9,104,73
2019-03-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.024,0.05,0.6,29,23
2019-03-22 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.015,0.04,0.5,45,20
2019-03-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.026,0.033,0.5,28,17
2019-03-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.016,0.044,0.4,38,17
2019-03-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.049,0.025,0.8,51,30
2019-03-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.019,0.05,0.4,46,27
2019-03-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.085,0.008,0.026,3.8,76,41
2019-03-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.026,0.041,0.6,77,46
2019-03-29 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.022,0.041,0.5,45,18
2019-03-30 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.025,0.038,0.5,43,28
2019-03-31 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.013,0.041,0.4,71,38
2019-04-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.009,0.045,0.3,18,11
2019-04-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.015,0.046,0.4,35,19
2019-04-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.041,0.035,0.5,48,27
2019-04-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.022,0.046,0.4,35,16
2019-04-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.015,0.05,0.4,107,18
2019-04-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.064,0.007,0.7,57,20
2019-04-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.016,0.044,0.4,35,14
2019-04-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.01,0.048,0.4,29,9
2019-04-09 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.021,0.033,0.5,23,11
2019-04-10 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.018,0.034,0.4,6,4
2019-04-11 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.034,0.032,0.5,29,17
2019-04-12 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.03,0.045,0.5,41,25
2019-04-13 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.03,0.057,0.5,39,23
2019-04-14 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.029,0.04,0.5,36,26
2019-04-15 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.038,0.032,0.6,49,18
2019-04-16 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.036,0.044,0.5,32,17
2019-04-17 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.007,0.022,0.062,0.5,44,21
2019-04-18 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.024,0.038,0.4,25,10
2019-04-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.018,0.036,0.6,31,13
2019-04-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.018,0.055,0.4,41,23
2019-04-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.02,0.037,0.4,19,13
2019-04-22 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.032,0.046,0.6,93,25
2019-04-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.034,0.055,0.7,45,26
2019-04-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.025,0.041,0.6,32,21
2019-04-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.019,0.032,0.5,54,14
2019-04-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.022,0.028,0.5,9,3
2019-04-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.02,0.035,0.4,19,10
2019-04-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.013,0.049,0.3,19,10
2019-04-29 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.023,0.043,0.5,23,15
2019-04-30 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.034,0.042,0.5,33,18
2019-05-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.014,0.064,0.5,57,30
2019-05-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.012,0.051,0.4,34,10
2019-05-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.055,0.033,0.7,50,19
2019-05-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.054,0.057,0.7,80,43
2019-05-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.024,0.072,0.5,0,27
2019-05-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.007,0.049,0.3,20,9
2019-05-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.023,0.05,0.6,47,12
2019-05-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.022,0.064,0.5,48,19
2019-05-09 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.032,0.046,0.4,36,13
2019-05-10 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.054,0.045,0.7,60,31
2019-05-11 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.042,0.058,0.6,74,35
2019-05-12 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.019,0.075,0.5,38,25
2019-05-13 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.045,0.045,0.6,47,28
2019-05-14 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.028,0.052,0.4,32,20
2019-05-15 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.038,0.05,0.6,61,37
2019-05-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.016,0.021,0.4,16,4
2019-05-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.013,0.034,0.3,37,5
2019-05-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.024,0.041,0.5,38,9
2019-05-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.008,0.039,0.07,0.8,69,39
2019-05-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.034,0.094,0.6,66,40
2019-05-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.033,0.067,0.5,57,36
2019-05-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.015,0.077,0.4,32,20
2019-05-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.033,0.016,0.6,16,9
2019-05-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.014,0.046,0.3,24,6
2019-05-29 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.025,0.074,0.6,50,25
2019-05-30 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.021,0.069,0.5,46,23
2019-05-31 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.017,0.055,0.4,20,12
2019-06-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.019,0.06,0.4,46,30
2019-06-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.018,0.072,0.5,31,18
2019-06-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.022,0.057,0.5,44,17
2019-06-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.021,0.051,0.5,24,13
2019-06-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.043,0.038,0.6,46,24
2019-06-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.058,0.026,1.1,61,32
2019-06-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.016,0.043,0.6,9,4
2019-06-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.018,0.051,0.4,21,9
2019-06-09 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.006,0.018,0.067,0.5,27,20
2019-06-10 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.012,0.031,0.4,9,4
2019-06-11 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.014,0.039,0.4,7,4
2019-06-12 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.026,0.044,0.5,37,17
2019-06-13 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.027,0.063,0.5,35,20
2019-06-14 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.014,0.057,0.4,25,18
2019-06-15 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.008,0.052,0.4,29,21
2019-06-16 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.01,0.051,0.3,11,7
2019-06-17 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.015,0.056,0.4,20,14
2019-06-18 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.029,0.034,0.5,21,13
2019-06-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.002,0.013,0.052,0.5,25,17
2019-06-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.019,0.046,0.4,26,17
2019-06-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.019,0.034,0.5,26,16
2019-06-22 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.01,0.042,0.3,9,4
2019-06-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.007,0.046,0.3,14,7
2019-06-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.025,0.046,0.4,24,14
2019-06-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.033,0.046,0.4,32,20
2019-06-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.044,0.041,0.7,40,27
2019-06-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.02,0.028,0.4,10,8
2019-06-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.005,0.043,0.015,0.6,47,34
2019-06-29 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.015,0.035,0.4,27,16
2019-06-30 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.013,0.042,0.3,19,11
2019-07-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.028,0.051,0.7,35,22
2019-07-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.002,0.009,0.052,0.3,141,152
2019-07-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.035,0.036,0.6,34,22
2019-07-04 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.027,0.045,0.5,30,18
2019-07-05 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.035,0.047,0.6,36,19
2019-07-06 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.014,0.053,0.4,29,21
2019-07-07 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.007,0.04,0.3,24,9
2019-07-08 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.009,0.034,0.4,8,3
2019-07-09 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.002,0.012,0.036,0.3,12,5
2019-07-10 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.002,0.009,0.033,0.3,11,5
2019-07-11 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.012,0.023,0.5,8,5
2019-07-12 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.021,0.031,0.4,23,14
2019-07-13 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.022,0.036,0.5,32,27
2019-07-14 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.014,0.069,0.6,39,31
2019-07-15 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.002,0.017,0.058,0.5,23,-1
2019-07-16 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.022,0.04,0.5,32,8
2019-07-17 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.042,0.033,0.8,53,40
2019-07-18 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.027,0.062,0.7,41,0
2019-07-19 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.016,0.056,0.4,29,23
2019-07-20 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.01,0.016,0.3,10,3
2019-07-21 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.017,0.014,0.3,18,10
2019-07-22 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.023,0.047,0.5,43,33
2019-07-23 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.019,0.023,0.4,22,16
2019-07-24 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.025,0.012,0.4,30,19
2019-07-25 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.029,0.018,0.5,26,17
2019-07-26 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.035,0.019,0.5,9,6
2019-07-27 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.015,0.044,0.4,13,116
2019-07-28 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.016,0.026,0.3,9,6
2019-07-29 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.015,0.014,0.4,19,-1
2019-07-30 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.013,0.023,0.3,18,12
2019-07-31 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.04,0.014,0.7,9,11
2019-08-01 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.003,0.022,0.02,0.4,18,13
2019-08-02 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.025,0.02,0.5,20,15
2019-08-03 12:00,"19, Jong-ro 35ga-gil, Jongno-gu, Seoul, Republic of Korea",0.004,0.015,0.056,0.3,23,17
