Date,Address,SO2,NO2,O3,CO,PM10,PM2.5
2019-04-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.013,0.055,0.5,43,27
2019-04-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.013,0.039,0.6,39,32
2019-04-22 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.021,0.055,0.6,160,46
2019-04-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.022,0.066,0.7,58,39
2019-04-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.018,0.055,0.7,83,69
2019-04-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.013,0.035,0.5,63,23
2019-04-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.016,0.029,0.5,11,6
2019-04-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.046,0.5,23,13
2019-04-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.01,0.054,0.5,21,15
2019-04-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.021,0.04,0.6,32,20
2019-04-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.018,0.056,0.6,45,32
2019-05-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.067,0.7,78,40
2019-05-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.007,0.053,0.5,47,9
2019-05-03 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.046,0.035,0.8,71,33
2019-05-04 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.042,0.062,0.9,108,64
2019-05-05 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.007,0.017,0.08,0.7,77,38
2019-05-06 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.003,0.05,0.5,36,10
2019-05-07 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.017,0.054,0.8,65,16
2019-05-08 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.018,0.068,0.8,73,26
2019-05-09 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.018,0.057,0.6,50,16
2019-05-10 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.028,0.068,0.9,92,51
2019-05-11 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.032,0.07,0.9,117,49
2019-05-12 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.019,0.079,0.8,65,40
2019-05-13 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.037,0.052,0.8,66,43
2019-05-14 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.021,0.064,0.7,42,27
2019-05-15 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.034,0.062,0.7,81,53
2019-05-19 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.008,0.032,0.5,8,6
2019-05-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.007,0.039,0.4,52,6
2019-05-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.017,0.047,0.5,54,11
2019-05-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.007,0.029,0.087,0.9,105,58
2019-05-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.026,0.113,0.8,94,60
2019-05-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.027,0.076,0.6,61,39
2019-05-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.012,0.087,0.5,44,24
2019-05-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.029,0.7,10,10
2019-05-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.055,0.5,28,7
2019-05-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.021,0.086,0.7,69,34
2019-05-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.016,0.076,0.7,53,23
2019-05-31 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.064,0.5,26,7
2019-06-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.013,0.068,0.7,49,34
2019-06-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.014,0.084,0.6,53,25
2019-06-03 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.012,0.064,0.6,50,23
2019-06-04 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.013,0.051,0.6,27,11
2019-06-05 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.029,0.05,0.7,73,48
2019-06-06 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.049,0.032,1.1,103,75
2019-06-07 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.007,0.06,0.6,4,10
2019-06-08 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.015,0.058,0.6,20,10
2019-06-09 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.015,0.075,0.8,51,40
2019-06-10 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.009,0.033,0.5,7,2
2019-06-11 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.006,0.049,0.4,13,4
2019-06-12 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.022,0.047,0.6,55,30
2019-06-13 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.026,0.06,0.6,55,37
2019-06-14 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.008,0.068,0.5,31,20
2019-06-15 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.005,0.057,0.6,32,22
2019-06-16 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.007,0.058,0.5,8,6
2019-06-17 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.012,0.061,0.5,29,16
2019-06-18 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.022,0.039,0.7,48,34
2019-06-19 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.065,0.6,32,27
2019-06-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.01,0.066,0.6,27,21
2019-06-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.044,0.6,36,26
2019-06-22 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.009,0.053,0.4,9,4
2019-06-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.004,0.056,0.4,12,5
2019-06-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.017,0.063,0.5,29,12
2019-06-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.031,0.062,0.7,34,22
2019-06-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.034,0.055,0.7,42,28
2019-06-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.006,0.05,0.5,8,4
2019-06-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.036,0.017,0.9,55,45
2019-06-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.016,0.034,0.6,36,34
2019-06-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.053,0.6,18,18
2019-07-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.021,0.069,0.8,48,34
2019-07-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.068,0.5,-1,-1
2019-07-03 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.016,0.055,0.6,34,21
2019-07-04 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.015,0.069,0.6,35,18
2019-07-05 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.03,0.065,0.7,39,20
2019-07-06 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.071,0.5,21,11
2019-07-07 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.005,0.051,0.5,11,6
2019-07-08 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.006,0.042,0.5,5,3
2019-07-09 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.006,0.047,0.4,6,1
2019-07-10 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.004,0.041,0.4,7,5
2019-07-11 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.004,0.031,0.5,5,2
2019-07-12 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.039,0.5,13,8
2019-07-13 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.019,0.048,0.7,34,32
2019-07-14 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.091,0.8,44,43
2019-07-15 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.025,0.046,0.9,54,51
2019-07-16 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.021,0.043,0.7,35,30
2019-07-17 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.03,0.046,0.9,71,59
2019-07-18 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.022,0.092,0.9,68,70
2019-07-19 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.015,0.076,0.6,19,13
2019-07-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.005,0.022,0.5,5,1
2019-07-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.018,0.6,10,7
2019-07-22 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.063,0.6,44,36
2019-07-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.033,0.6,23,10
2019-07-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.015,0.014,0.7,20,14
2019-07-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.017,0.021,0.8,21,13
2019-07-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.025,0.022,0.7,8,1
2019-07-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.057,0.6,17,9
2019-07-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.01,0.03,0.6,7,3
2019-07-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.009,0.016,0.5,15,5
2019-07-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.006,0.024,0.5,17,7
2019-07-31 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.024,0.02,0.7,10,3
2019-08-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",-1,-1,-1,-1,-1,-1
2019-08-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.04,0.6,14,4
2019-08-03 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.066,0.6,20,8
2019-08-04 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.1,0.7,37,17
2019-08-05 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.073,0.6,29,15
2019-08-06 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.069,0.5,21,14
2019-08-07 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.007,0.6,21,5
2019-08-08 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.018,0.059,0.7,42,29
2019-08-09 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.034,0.5,25,9
2019-08-10 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.01,0.07,0.5,20,10
2019-08-11 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.005,0.038,0.5,3,5
2019-08-12 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.011,-1,-1,17,7
2019-08-13 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.022,0.023,0.7,29,14
2019-08-14 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.012,0.043,0.5,17,6
2019-08-15 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.007,0.01,0.6,-1,1
2019-08-16 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.013,0.036,0.7,19,8
2019-08-17 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.013,0.065,0.7,38,16
2019-08-18 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.006,0.07,0.7,21,9
2019-08-19 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.012,0.063,0.7,27,8
2019-08-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.067,0.7,30,17
2019-08-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.021,0.055,0.8,-1,26
2019-08-22 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.013,0.064,0.7,37,22
2019-08-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.059,0.7,21,13
2019-08-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.033,0.021,0.8,32,10
2019-08-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.057,0.7,23,8
2019-08-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.021,0.047,0.8,32,12
2019-08-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.017,0.05,0.7,19,9
2019-08-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.015,0.076,0.7,37,21
2019-08-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.015,0.051,0.8,19,12
2019-08-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.007,0.053,0.6,13,5
2019-08-31 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.054,0.6,23,9
2019-09-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.01,0.053,0.7,20,8
2019-09-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.017,0.053,0.7,30,9
2019-09-03 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.011,0.039,0.7,-1,-1
2019-09-04 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.011,0.024,0.5,4,1
2019-09-05 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.017,0.012,0.6,12,3
2019-09-06 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.01,0.02,0.5,15,5
2019-09-09 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.018,0.039,0.8,31,19
2019-09-10 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.012,0.025,0.6,12,1
2019-09-11 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.004,0.048,0.5,3,1
2019-09-12 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.005,0.026,0.5,15,4
2019-09-13 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.003,0.042,0.5,14,1
2019-09-14 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.012,0.031,0.6,21,6
2019-09-15 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.002,0.042,0.6,10,1
2019-09-16 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.005,0.042,0.5,13,1
2019-09-17 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.012,0.042,0.5,15,3
2019-09-18 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.005,0.049,0.6,33,10
2019-09-19 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.017,0.038,0.6,38,15
2019-09-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.019,0.019,0.6,25,5
2019-09-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.027,0.4,11,4
2019-09-22 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.003,0.046,0.3,6,1
2019-09-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.007,0.04,0.4,11,3
2019-09-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.021,0.036,0.5,37,8
2019-09-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.019,0.044,0.6,28,9
2019-09-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.013,0.037,0.5,21,7
2019-09-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.026,0.023,0.5,20,7
2019-09-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.015,0.047,0.5,27,13
2019-09-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.009,0.074,0.5,37,22
2019-09-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.029,0.053,0.7,46,22
2019-10-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.023,0.052,0.6,35,20
2019-10-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.015,0.5,15,9
2019-10-03 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.006,0.029,0.4,4,2
2019-10-04 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.026,0.023,0.6,31,13
2019-10-05 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.011,0.022,0.7,49,17
2019-10-06 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.035,0.4,12,2
2019-10-07 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.018,0.014,0.6,6,3
2019-10-08 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.038,0.6,28,11
2019-10-09 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.011,0.03,0.5,26,6
2019-10-10 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.026,0.019,0.6,28,9
2019-10-11 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.045,0.6,43,20
2019-10-12 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.002,0.005,0.041,0.5,23,5
2019-10-13 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.006,0.037,0.5,19,6
2019-10-14 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.036,0.6,32,16
2019-10-15 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.01,0.029,0.5,-1,-1
2019-10-16 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.012,0.042,0.5,28,12
2019-10-17 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.023,0.027,0.5,27,11
2019-10-18 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.012,0.034,0.4,12,3
2019-10-19 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.01,0.038,0.4,20,6
2019-10-20 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.021,0.036,0.7,51,28
2019-10-21 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.049,0.017,0.9,57,29
2019-10-22 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.018,0.04,0.6,27,13
2019-10-23 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.018,0.031,0.5,17,8
2019-10-24 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.048,0.6,29,14
2019-10-25 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.014,0.035,0.5,22,6
2019-10-26 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.008,0.031,0.5,25,11
2019-10-27 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.01,0.036,0.5,21,7
2019-10-28 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.018,0.039,0.6,33,14
2019-10-29 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.003,0.009,0.035,0.5,134,19
2019-10-30 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.023,0.023,0.6,29,13
2019-10-31 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.006,0.027,0.037,0.7,74,21
2019-11-01 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.004,0.017,0.039,0.5,46,16
2019-11-02 12:00,"32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea",0.005,0.042,0.022,0.8,76,32
